video_name,frame_number,frame_gt,frame_prediction,tubelet_index,tubelet_center,tubelet_confidence,tubelet_path
2019_09_02_C0002_2527_inspire,414,1,1,1,414,0.9999986886978149,data\tubelets\test\test_014650.npy
2019_09_02_C0002_2527_inspire,414,1,1,2,415,0.999998927116394,data\tubelets\test\test_014652.npy
2019_09_02_C0002_3700_mavic,28,0,1,0,27,0.9308489561080933,data\tubelets\test\test_002777.npy
2019_09_02_C0002_3700_mavic,28,0,1,1,28,0.896992564201355,data\tubelets\test\test_002891.npy
00_06_10_to_00_06_27,288,1,0,-1,-1,0.0,NO_COVERAGE
2019_09_02_C0002_3700_mavic,702,1,1,0,701,0.9999988079071045,data\tubelets\test\test_010197.npy
2019_09_02_C0002_3700_mavic,702,1,1,1,702,0.9999979734420776,data\tubelets\test\test_010206.npy
2019_09_02_C0002_3700_mavic,702,1,1,2,703,0.9999997615814209,data\tubelets\test\test_010214.npy
2019_09_02_C0002_2527_inspire,5,1,0,-1,-1,0.0,NO_COVERAGE
2019_09_02_C0002_3700_mavic,293,1,1,0,292,0.9999176263809204,data\tubelets\test\test_006549.npy
2019_09_02_C0002_3700_mavic,293,1,1,1,293,0.9997087121009827,data\tubelets\test\test_006555.npy
2019_09_02_C0002_3700_mavic,293,1,1,2,294,0.9997410178184509,data\tubelets\test\test_006562.npy
2019_09_02_C0002_3700_mavic,64,0,1,0,63,0.984295129776001,data\tubelets\test\test_004278.npy
00_02_45_to_00_03_10_cut,212,1,1,0,213,0.9919111132621765,data\tubelets\test\test_011785.npy
2019_09_02_C0002_2527_inspire,270,1,0,-1,-1,0.0,NO_COVERAGE
2019_09_02_C0002_3700_mavic,558,1,1,0,557,0.7870315313339233,data\tubelets\test\test_008462.npy
2019_09_02_C0002_3700_mavic,558,1,1,1,559,0.8457159996032715,data\tubelets\test\test_008492.npy
2019_09_02_C0002_3700_mavic,149,1,1,0,149,0.9825505614280701,data\tubelets\test\test_005605.npy
00_01_52_to_00_01_58,50,1,1,0,49,0.9987474679946899,data\tubelets\test\test_011514.npy
00_01_52_to_00_01_58,50,1,1,1,50,0.9991292357444763,data\tubelets\test\test_011515.npy
00_01_52_to_00_01_58,50,1,1,2,51,0.9989920258522034,data\tubelets\test\test_011516.npy
00_06_10_to_00_06_27,409,1,1,0,408,0.9990853071212769,data\tubelets\test\test_012290.npy
00_06_10_to_00_06_27,409,1,1,1,409,0.9991106390953064,data\tubelets\test\test_012291.npy
00_06_10_to_00_06_27,409,1,1,2,410,0.9936103224754333,data\tubelets\test\test_012292.npy
2019_09_02_C0002_3700_mavic,823,1,1,0,822,0.9922947883605957,data\tubelets\test\test_010882.npy
2019_09_02_C0002_3700_mavic,823,1,1,1,822,0.5795422792434692,data\tubelets\test\test_010888.npy
2019_09_02_C0002_3700_mavic,823,1,1,2,823,0.5466422438621521,data\tubelets\test\test_010889.npy
2019_09_02_C0002_3700_mavic,823,1,1,3,824,0.9984171390533447,data\tubelets\test\test_010893.npy
00_02_45_to_00_03_10_cut,68,1,1,0,68,0.8531436324119568,data\tubelets\test\test_011667.npy
2019_09_02_C0002_2527_inspire,126,1,1,0,126,0.9998900890350342,data\tubelets\test\test_013546.npy
2019_09_02_C0002_2527_inspire,126,1,1,1,127,0.9999217987060547,data\tubelets\test\test_013549.npy
00_06_10_to_00_06_27,0,0,1,0,1,0.711826741695404,data\tubelets\test\test_012249.npy
2019_09_02_C0002_3700_mavic,414,1,0,-1,-1,0.0,NO_COVERAGE
2019_09_02_C0002_3700_mavic,185,1,1,0,184,0.9843810796737671,data\tubelets\test\test_005732.npy
2019_09_02_C0002_3700_mavic,185,1,1,1,185,0.9948403239250183,data\tubelets\test\test_005733.npy
2019_09_02_C0002_3700_mavic,185,1,1,2,186,0.9341458082199097,data\tubelets\test\test_005736.npy
00_02_45_to_00_03_10_cut,333,1,0,-1,-1,0.0,NO_COVERAGE
2019_09_02_C0002_2527_inspire,391,1,1,0,390,0.9999998807907104,data\tubelets\test\test_014586.npy
2019_09_02_C0002_2527_inspire,391,1,1,1,391,0.9999998807907104,data\tubelets\test\test_014587.npy
2019_09_02_C0002_2527_inspire,391,1,1,2,392,0.9999997615814209,data\tubelets\test\test_014589.npy
00_06_10_to_00_06_27,265,1,0,-1,-1,0.0,NO_COVERAGE
2019_09_02_C0002_3700_mavic,679,1,1,0,678,0.9999971389770508,data\tubelets\test\test_010050.npy
2019_09_02_C0002_3700_mavic,679,1,1,1,679,0.9999990463256836,data\tubelets\test\test_010058.npy
2019_09_02_C0002_3700_mavic,679,1,1,2,680,0.9999892711639404,data\tubelets\test\test_010063.npy
2019_09_02_C0002_3700_mavic,450,1,1,0,449,0.9999645948410034,data\tubelets\test\test_007915.npy
2019_09_02_C0002_3700_mavic,450,1,1,1,450,0.9996552467346191,data\tubelets\test\test_007919.npy
2019_09_02_C0002_3700_mavic,450,1,1,2,451,0.9999719858169556,data\tubelets\test\test_007923.npy
2019_09_02_C0002_3700_mavic,41,0,1,0,40,0.5370749235153198,data\tubelets\test\test_003565.npy
00_02_45_to_00_03_10_cut,189,1,1,0,188,0.995342493057251,data\tubelets\test\test_011736.npy
00_02_45_to_00_03_10_cut,189,1,1,1,189,0.9924945831298828,data\tubelets\test\test_011740.npy
00_02_45_to_00_03_10_cut,189,1,1,2,190,0.9966521859169006,data\tubelets\test\test_011742.npy
2019_09_02_C0002_2527_inspire,247,1,0,-1,-1,0.0,NO_COVERAGE
2019_09_02_C0002_2527_inspire,18,1,1,0,17,0.9981034994125366,data\tubelets\test\test_012725.npy
2019_09_02_C0002_2527_inspire,18,1,1,1,18,0.9996040463447571,data\tubelets\test\test_012744.npy
2019_09_02_C0002_2527_inspire,18,1,1,2,19,0.9999631643295288,data\tubelets\test\test_012760.npy
2019_09_02_C0002_3700_mavic,535,1,1,0,535,0.5624966621398926,data\tubelets\test\test_008257.npy
2019_09_02_C0002_3700_mavic,535,1,1,1,536,0.9195004105567932,data\tubelets\test\test_008271.npy
2019_09_02_C0002_3700_mavic,535,1,1,2,536,0.9367977380752563,data\tubelets\test\test_008286.npy
2019_09_02_C0002_3700_mavic,306,1,1,0,305,0.9991893172264099,data\tubelets\test\test_006656.npy
2019_09_02_C0002_3700_mavic,306,1,1,1,306,0.997751772403717,data\tubelets\test\test_006667.npy
2019_09_02_C0002_3700_mavic,306,1,1,2,307,0.9960285425186157,data\tubelets\test\test_006675.npy
00_06_10_to_00_06_27,386,1,0,-1,-1,0.0,NO_COVERAGE
2019_09_02_C0002_3700_mavic,800,1,1,0,799,0.6865866184234619,data\tubelets\test\test_010737.npy
2019_09_02_C0002_3700_mavic,800,1,1,1,799,0.5524027347564697,data\tubelets\test\test_010742.npy
2019_09_02_C0002_3700_mavic,800,1,1,2,800,0.5937733054161072,data\tubelets\test\test_010749.npy
2019_09_02_C0002_3700_mavic,800,1,1,3,801,0.5981553792953491,data\tubelets\test\test_010754.npy
2019_09_02_C0002_3700_mavic,571,1,1,0,571,0.9996812343597412,data\tubelets\test\test_008733.npy
2019_09_02_C0002_3700_mavic,571,1,1,1,571,0.8774669766426086,data\tubelets\test\test_008734.npy
2019_09_02_C0002_3700_mavic,571,1,1,2,572,0.999976634979248,data\tubelets\test\test_008751.npy
00_02_45_to_00_03_10_cut,45,1,0,-1,-1,0.0,NO_COVERAGE
2019_09_02_C0002_2527_inspire,103,1,1,0,102,0.6405906081199646,data\tubelets\test\test_013486.npy
2019_09_02_C0002_2527_inspire,103,1,1,1,103,0.9926072359085083,data\tubelets\test\test_013489.npy
2019_09_02_C0002_2527_inspire,103,1,1,2,104,0.6121446490287781,data\tubelets\test\test_013493.npy
2019_09_02_C0002_3700_mavic,162,1,1,0,161,0.8930561542510986,data\tubelets\test\test_005659.npy
00_01_52_to_00_01_58,63,1,1,0,62,0.9994056224822998,data\tubelets\test\test_011527.npy
00_01_52_to_00_01_58,63,1,1,1,63,0.9999140501022339,data\tubelets\test\test_011528.npy
00_01_52_to_00_01_58,63,1,1,2,64,0.9997697472572327,data\tubelets\test\test_011529.npy
2019_09_02_C0002_3700_mavic,836,1,1,0,835,0.9999982118606567,data\tubelets\test\test_010964.npy
2019_09_02_C0002_3700_mavic,836,1,1,1,836,0.9999964237213135,data\tubelets\test\test_010967.npy
2019_09_02_C0002_3700_mavic,836,1,1,2,837,0.9999954700469971,data\tubelets\test\test_010973.npy
00_02_45_to_00_03_10_cut,310,1,1,0,310,0.8441935777664185,data\tubelets\test\test_012032.npy
2019_09_02_C0002_2527_inspire,368,1,1,0,367,0.9999606609344482,data\tubelets\test\test_014517.npy
2019_09_02_C0002_2527_inspire,368,1,1,1,368,0.9999998807907104,data\tubelets\test\test_014521.npy
2019_09_02_C0002_2527_inspire,368,1,1,2,369,0.9999998807907104,data\tubelets\test\test_014529.npy
2019_09_02_C0002_2527_inspire,139,1,1,0,138,0.9999997615814209,data\tubelets\test\test_013601.npy
2019_09_02_C0002_2527_inspire,139,1,1,1,139,0.9999667406082153,data\tubelets\test\test_013603.npy
2019_09_02_C0002_2527_inspire,139,1,1,2,140,0.9992340803146362,data\tubelets\test\test_013606.npy
2019_09_02_C0002_3700_mavic,427,1,0,-1,-1,0.0,NO_COVERAGE
00_01_52_to_00_01_58,148,1,1,0,147,0.999718964099884,data\tubelets\test\test_011634.npy
00_01_52_to_00_01_58,148,1,1,1,148,0.9997901320457458,data\tubelets\test\test_011635.npy
00_01_52_to_00_01_58,148,1,1,2,149,0.9996224641799927,data\tubelets\test\test_011636.npy
2019_09_02_C0002_2527_inspire,404,1,1,0,403,0.999998927116394,data\tubelets\test\test_014628.npy
2019_09_02_C0002_2527_inspire,404,1,1,1,404,0.9999967813491821,data\tubelets\test\test_014630.npy
2019_09_02_C0002_2527_inspire,404,1,1,2,405,0.9999908208847046,data\tubelets\test\test_014637.npy
2019_09_02_C0002_3700_mavic,18,0,1,0,17,0.6747204065322876,data\tubelets\test\test_000883.npy
2019_09_02_C0002_3700_mavic,18,0,1,1,17,0.5580726861953735,data\tubelets\test\test_001110.npy
2019_09_02_C0002_3700_mavic,18,0,1,2,18,0.7703543305397034,data\tubelets\test\test_001115.npy
2019_09_02_C0002_3700_mavic,18,0,1,3,19,0.6321175694465637,data\tubelets\test\test_001308.npy
2019_09_02_C0002_3700_mavic,18,0,1,4,19,0.933704674243927,data\tubelets\test\test_001318.npy
00_06_10_to_00_06_27,278,1,0,-1,-1,0.0,NO_COVERAGE
2019_09_02_C0002_3700_mavic,921,1,1,0,921,0.6972416043281555,data\tubelets\test\test_011473.npy
2019_09_02_C0002_3700_mavic,692,1,1,0,691,0.9997754693031311,data\tubelets\test\test_010134.npy
2019_09_02_C0002_3700_mavic,692,1,1,1,692,0.9996034502983093,data\tubelets\test\test_010138.npy
2019_09_02_C0002_3700_mavic,692,1,1,2,693,0.9997491240501404,data\tubelets\test\test_010144.npy
00_02_45_to_00_03_10_cut,166,1,1,0,165,0.988579511642456,data\tubelets\test\test_011699.npy
00_02_45_to_00_03_10_cut,166,1,1,1,166,0.9993447661399841,data\tubelets\test\test_011700.npy
2019_09_02_C0002_3700_mavic,283,1,1,0,282,0.9999940395355225,data\tubelets\test\test_006483.npy
2019_09_02_C0002_3700_mavic,283,1,1,1,283,0.9999769926071167,data\tubelets\test\test_006490.npy
2019_09_02_C0002_3700_mavic,283,1,1,2,284,0.9999279975891113,data\tubelets\test\test_006494.npy
2019_09_02_C0002_2527_inspire,489,1,1,0,488,1.0,data\tubelets\test\test_014867.npy
2019_09_02_C0002_2527_inspire,489,1,1,1,489,0.9999988079071045,data\tubelets\test\test_014875.npy
2019_09_02_C0002_2527_inspire,489,1,1,2,490,0.9958236217498779,data\tubelets\test\test_014879.npy
00_02_45_to_00_03_10_cut,202,1,1,0,201,0.5955187678337097,data\tubelets\test\test_011765.npy
00_02_45_to_00_03_10_cut,202,1,1,1,203,0.9434540867805481,data\tubelets\test\test_011768.npy
2019_09_02_C0002_2527_inspire,260,1,1,0,259,0.7447162866592407,data\tubelets\test\test_014114.npy
2019_09_02_C0002_3700_mavic,548,1,1,0,547,0.5023451447486877,data\tubelets\test\test_008380.npy
2019_09_02_C0002_3700_mavic,139,1,1,0,138,0.990152895450592,data\tubelets\test\test_005537.npy
2019_09_02_C0002_3700_mavic,139,1,1,1,140,0.9985775947570801,data\tubelets\test\test_005546.npy
00_01_52_to_00_01_58,40,1,1,0,39,0.9986760020256042,data\tubelets\test\test_011502.npy
00_01_52_to_00_01_58,40,1,1,1,40,0.9995806813240051,data\tubelets\test\test_011503.npy
00_01_52_to_00_01_58,40,1,1,2,41,0.9999547004699707,data\tubelets\test\test_011504.npy
00_06_10_to_00_06_27,399,1,1,0,398,0.99333655834198,data\tubelets\test\test_012286.npy
2019_09_02_C0002_3700_mavic,813,1,1,0,812,0.9982925057411194,data\tubelets\test\test_010834.npy
2019_09_02_C0002_3700_mavic,813,1,1,1,813,0.8595999479293823,data\tubelets\test\test_010841.npy
2019_09_02_C0002_3700_mavic,813,1,1,2,814,0.9987226128578186,data\tubelets\test\test_010847.npy
00_02_45_to_00_03_10_cut,287,1,0,-1,-1,0.0,NO_COVERAGE
00_02_45_to_00_03_10_cut,58,1,0,-1,-1,0.0,NO_COVERAGE
2019_09_02_C0002_2527_inspire,116,1,1,0,117,0.960799515247345,data\tubelets\test\test_013527.npy
2019_09_02_C0002_3700_mavic,404,1,1,0,403,0.8155771493911743,data\tubelets\test\test_007471.npy
00_02_45_to_00_03_10_cut,323,1,0,-1,-1,0.0,NO_COVERAGE
2019_09_02_C0002_2527_inspire,381,1,1,0,380,0.9999982118606567,data\tubelets\test\test_014568.npy
2019_09_02_C0002_2527_inspire,381,1,1,1,381,0.9999997615814209,data\tubelets\test\test_014572.npy
2019_09_02_C0002_2527_inspire,381,1,1,2,382,0.9999996423721313,data\tubelets\test\test_014573.npy
2019_09_02_C0002_3700_mavic,669,1,1,0,668,0.9998836517333984,data\tubelets\test\test_009984.npy
2019_09_02_C0002_3700_mavic,669,1,1,1,668,0.5535928606987,data\tubelets\test\test_009989.npy
2019_09_02_C0002_3700_mavic,669,1,1,2,669,0.999962568283081,data\tubelets\test\test_009992.npy
2019_09_02_C0002_3700_mavic,669,1,1,3,670,0.999991774559021,data\tubelets\test\test_009997.npy
2019_09_02_C0002_3700_mavic,260,1,1,0,259,0.973625659942627,data\tubelets\test\test_006253.npy
2019_09_02_C0002_3700_mavic,31,0,0,-1,-1,0.0,NO_COVERAGE
00_01_52_to_00_01_58,161,0,1,0,160,0.9650704860687256,data\tubelets\test\test_011649.npy
00_02_45_to_00_03_10_cut,179,1,1,0,179,0.9956564903259277,data\tubelets\test\test_011713.npy
00_02_45_to_00_03_10_cut,179,1,1,1,180,0.6245167851448059,data\tubelets\test\test_011715.npy
00_02_45_to_00_03_10_cut,179,1,1,2,180,0.9935033917427063,data\tubelets\test\test_011717.npy
2019_09_02_C0002_2527_inspire,237,1,1,0,236,0.9742791652679443,data\tubelets\test\test_014068.npy
2019_09_02_C0002_2527_inspire,237,1,1,1,236,0.5415563583374023,data\tubelets\test\test_014069.npy
2019_09_02_C0002_2527_inspire,237,1,1,2,237,0.9810830354690552,data\tubelets\test\test_014074.npy
2019_09_02_C0002_2527_inspire,237,1,1,3,238,0.6380947232246399,data\tubelets\test\test_014078.npy
2019_09_02_C0002_2527_inspire,237,1,1,4,238,0.8106070160865784,data\tubelets\test\test_014079.npy
2019_09_02_C0002_3700_mavic,525,1,1,0,524,0.940559446811676,data\tubelets\test\test_008190.npy
2019_09_02_C0002_3700_mavic,525,1,1,1,525,0.9142476320266724,data\tubelets\test\test_008198.npy
2019_09_02_C0002_3700_mavic,525,1,1,2,526,0.9991946816444397,data\tubelets\test\test_008205.npy
2019_09_02_C0002_3700_mavic,296,1,1,0,295,0.9999502897262573,data\tubelets\test\test_006566.npy
2019_09_02_C0002_3700_mavic,296,1,1,1,296,0.9994064569473267,data\tubelets\test\test_006570.npy
2019_09_02_C0002_3700_mavic,296,1,1,2,297,0.9999788999557495,data\tubelets\test\test_006578.npy
2019_09_02_C0002_2527_inspire,502,0,1,0,501,0.999980092048645,data\tubelets\test\test_014938.npy
00_06_10_to_00_06_27,376,1,0,-1,-1,0.0,NO_COVERAGE
2019_09_02_C0002_3700_mavic,790,1,1,0,790,0.5982902646064758,data\tubelets\test\test_010683.npy
2019_09_02_C0002_3700_mavic,790,1,1,1,791,0.9349048733711243,data\tubelets\test\test_010685.npy
00_02_45_to_00_03_10_cut,35,1,0,-1,-1,0.0,NO_COVERAGE
2019_09_02_C0002_2527_inspire,93,1,0,-1,-1,0.0,NO_COVERAGE
2019_09_02_C0002_3700_mavic,381,1,0,-1,-1,0.0,NO_COVERAGE
2019_09_02_C0002_3700_mavic,152,1,1,0,151,0.9713507294654846,data\tubelets\test\test_005621.npy
2019_09_02_C0002_3700_mavic,152,1,1,1,152,0.9803148508071899,data\tubelets\test\test_005626.npy
2019_09_02_C0002_3700_mavic,152,1,1,2,153,0.9562516808509827,data\tubelets\test\test_005631.npy
00_02_45_to_00_03_10_cut,300,1,1,0,300,0.5532388687133789,data\tubelets\test\test_012013.npy
00_02_45_to_00_03_10_cut,300,1,1,1,301,0.714956521987915,data\tubelets\test\test_012014.npy
2019_09_02_C0002_2527_inspire,358,1,1,0,357,0.9999707937240601,data\tubelets\test\test_014480.npy
2019_09_02_C0002_2527_inspire,358,1,1,1,357,0.971687912940979,data\tubelets\test\test_014481.npy
2019_09_02_C0002_2527_inspire,358,1,1,2,358,0.9999918937683105,data\tubelets\test\test_014487.npy
2019_09_02_C0002_2527_inspire,358,1,1,3,359,0.9999881982803345,data\tubelets\test\test_014491.npy
00_06_10_to_00_06_27,3,0,1,0,3,0.5638012290000916,data\tubelets\test\test_012251.npy
2019_09_02_C0002_3700_mavic,646,1,1,0,645,0.9999971389770508,data\tubelets\test\test_009873.npy
2019_09_02_C0002_3700_mavic,646,1,1,1,646,0.9999958276748657,data\tubelets\test\test_009877.npy
2019_09_02_C0002_3700_mavic,646,1,1,2,647,0.9999834299087524,data\tubelets\test\test_009880.npy
2019_09_02_C0002_3700_mavic,417,1,0,-1,-1,0.0,NO_COVERAGE
00_01_52_to_00_01_58,138,1,1,0,137,0.9998531341552734,data\tubelets\test\test_011622.npy
00_01_52_to_00_01_58,138,1,1,1,138,0.9998125433921814,data\tubelets\test\test_011623.npy
00_01_52_to_00_01_58,138,1,1,2,139,0.9993540644645691,data\tubelets\test\test_011624.npy
2019_09_02_C0002_3700_mavic,911,1,0,-1,-1,0.0,NO_COVERAGE
00_02_45_to_00_03_10_cut,156,1,1,0,156,0.9624341726303101,data\tubelets\test\test_011687.npy
2019_09_02_C0002_2527_inspire,214,0,0,-1,-1,0.0,NO_COVERAGE
2019_09_02_C0002_3700_mavic,502,1,0,-1,-1,0.0,NO_COVERAGE
2019_09_02_C0002_3700_mavic,273,1,1,0,274,0.9507561326026917,data\tubelets\test\test_006407.npy
2019_09_02_C0002_2527_inspire,479,1,1,0,478,0.999977707862854,data\tubelets\test\test_014817.npy
2019_09_02_C0002_2527_inspire,479,1,1,1,478,0.8901059627532959,data\tubelets\test\test_014821.npy
2019_09_02_C0002_2527_inspire,479,1,1,2,479,0.9999998807907104,data\tubelets\test\test_014822.npy
2019_09_02_C0002_2527_inspire,479,1,1,3,480,0.9999998807907104,data\tubelets\test\test_014827.npy
00_06_10_to_00_06_27,353,1,0,-1,-1,0.0,NO_COVERAGE
2019_09_02_C0002_2527_inspire,250,1,0,-1,-1,0.0,NO_COVERAGE
2019_09_02_C0002_3700_mavic,767,1,1,0,766,0.999970555305481,data\tubelets\test\test_010536.npy
2019_09_02_C0002_3700_mavic,767,1,1,1,766,0.5561298131942749,data\tubelets\test\test_010541.npy
2019_09_02_C0002_3700_mavic,767,1,1,2,767,0.9999446868896484,data\tubelets\test\test_010542.npy
2019_09_02_C0002_3700_mavic,767,1,1,3,768,0.999985933303833,data\tubelets\test\test_010549.npy
2019_09_02_C0002_3700_mavic,538,1,1,0,537,0.6418388485908508,data\tubelets\test\test_008288.npy
2019_09_02_C0002_3700_mavic,538,1,1,1,537,0.9139944314956665,data\tubelets\test\test_008297.npy
2019_09_02_C0002_3700_mavic,538,1,1,2,538,0.9840657114982605,data\tubelets\test\test_008308.npy
00_02_45_to_00_03_10_cut,12,1,0,-1,-1,0.0,NO_COVERAGE
2019_09_02_C0002_3700_mavic,129,1,1,0,128,0.9984896183013916,data\tubelets\test\test_005472.npy
2019_09_02_C0002_3700_mavic,129,1,1,1,129,0.9992988109588623,data\tubelets\test\test_005481.npy
2019_09_02_C0002_3700_mavic,129,1,1,2,130,0.9641161561012268,data\tubelets\test\test_005486.npy
00_06_10_to_00_06_27,389,1,0,-1,-1,0.0,NO_COVERAGE
2019_09_02_C0002_3700_mavic,803,1,1,0,802,0.9930896162986755,data\tubelets\test\test_010755.npy
2019_09_02_C0002_3700_mavic,803,1,1,1,804,0.9886614084243774,data\tubelets\test\test_010770.npy
2019_09_02_C0002_3700_mavic,803,1,1,2,804,0.8223757147789001,data\tubelets\test\test_010778.npy
00_02_45_to_00_03_10_cut,277,1,1,0,276,0.9119330644607544,data\tubelets\test\test_011964.npy
00_02_45_to_00_03_10_cut,277,1,1,1,278,0.9415625929832458,data\tubelets\test\test_011969.npy
00_02_45_to_00_03_10_cut,277,1,1,2,278,0.8295302391052246,data\tubelets\test\test_011971.npy
2019_09_02_C0002_2527_inspire,335,1,1,0,334,0.9999996423721313,data\tubelets\test\test_014324.npy
2019_09_02_C0002_2527_inspire,335,1,1,1,335,0.9999983310699463,data\tubelets\test\test_014333.npy
2019_09_02_C0002_2527_inspire,335,1,1,2,336,0.9999793767929077,data\tubelets\test\test_014342.npy
00_02_45_to_00_03_10_cut,48,1,0,-1,-1,0.0,NO_COVERAGE
2019_09_02_C0002_2527_inspire,106,1,1,0,106,0.957122802734375,data\tubelets\test\test_013499.npy
2019_09_02_C0002_2527_inspire,106,1,1,1,107,0.925774872303009,data\tubelets\test\test_013500.npy
2019_09_02_C0002_3700_mavic,394,1,0,-1,-1,0.0,NO_COVERAGE
00_06_10_to_00_06_27,474,1,1,0,473,0.9998303651809692,data\tubelets\test\test_012355.npy
00_06_10_to_00_06_27,474,1,1,1,474,0.9999231100082397,data\tubelets\test\test_012356.npy
00_06_10_to_00_06_27,474,1,1,2,475,0.9997889399528503,data\tubelets\test\test_012357.npy
2019_09_02_C0002_2527_inspire,371,1,1,0,370,1.0,data\tubelets\test\test_014535.npy
2019_09_02_C0002_2527_inspire,371,1,1,1,371,0.9999997615814209,data\tubelets\test\test_014539.npy
2019_09_02_C0002_2527_inspire,371,1,1,2,372,0.9999996423721313,data\tubelets\test\test_014544.npy
2019_09_02_C0002_3700_mavic,888,1,1,0,887,0.9999884366989136,data\tubelets\test\test_011370.npy
2019_09_02_C0002_3700_mavic,888,1,1,1,888,0.9999426603317261,data\tubelets\test\test_011377.npy
2019_09_02_C0002_3700_mavic,888,1,1,2,889,0.9994900226593018,data\tubelets\test\test_011382.npy
2019_09_02_C0002_3700_mavic,659,1,1,0,658,0.8334652185440063,data\tubelets\test\test_009934.npy
2019_09_02_C0002_3700_mavic,659,1,1,1,659,0.9997404217720032,data\tubelets\test\test_009941.npy
2019_09_02_C0002_3700_mavic,659,1,1,2,659,0.6187222599983215,data\tubelets\test\test_009947.npy
2019_09_02_C0002_3700_mavic,659,1,1,3,660,0.9999518394470215,data\tubelets\test\test_009948.npy
00_02_45_to_00_03_10_cut,133,1,0,-1,-1,0.0,NO_COVERAGE
2019_09_02_C0002_3700_mavic,250,1,1,0,250,0.647625207901001,data\tubelets\test\test_006155.npy
2019_09_02_C0002_3700_mavic,250,1,1,1,251,0.781312882900238,data\tubelets\test\test_006162.npy
00_01_52_to_00_01_58,151,1,1,0,150,0.9995118379592896,data\tubelets\test\test_011637.npy
00_01_52_to_00_01_58,151,1,1,1,151,0.9993925094604492,data\tubelets\test\test_011638.npy
00_01_52_to_00_01_58,151,1,1,2,152,0.998449444770813,data\tubelets\test\test_011639.npy
00_01_52_to_00_01_58,151,1,1,3,152,0.7724525928497314,data\tubelets\test\test_011640.npy
2019_09_02_C0002_3700_mavic,924,1,0,-1,-1,0.0,NO_COVERAGE
00_02_45_to_00_03_10_cut,398,1,1,0,398,0.9996359348297119,data\tubelets\test\test_012245.npy
2019_09_02_C0002_2527_inspire,456,1,1,0,455,1.0,data\tubelets\test\test_014743.npy
2019_09_02_C0002_2527_inspire,456,1,1,1,456,0.9999998807907104,data\tubelets\test\test_014745.npy
2019_09_02_C0002_2527_inspire,456,1,1,2,457,0.9999998807907104,data\tubelets\test\test_014748.npy
00_02_45_to_00_03_10_cut,169,1,1,0,168,0.9742001891136169,data\tubelets\test\test_011701.npy
00_02_45_to_00_03_10_cut,169,1,1,1,169,0.991392970085144,data\tubelets\test\test_011702.npy
2019_09_02_C0002_2527_inspire,227,1,1,0,228,0.5017092823982239,data\tubelets\test\test_014039.npy
2019_09_02_C0002_3700_mavic,515,1,0,-1,-1,0.0,NO_COVERAGE
2019_09_02_C0002_3700_mavic,106,1,0,-1,-1,0.0,NO_COVERAGE
2019_09_02_C0002_2527_inspire,492,1,1,0,491,1.0,data\tubelets\test\test_014884.npy
2019_09_02_C0002_2527_inspire,492,1,1,1,492,1.0,data\tubelets\test\test_014890.npy
2019_09_02_C0002_2527_inspire,492,1,1,2,493,1.0,data\tubelets\test\test_014892.npy
00_06_10_to_00_06_27,366,1,0,-1,-1,0.0,NO_COVERAGE
2019_09_02_C0002_3700_mavic,780,1,1,0,781,0.7425223588943481,data\tubelets\test\test_010617.npy
00_02_45_to_00_03_10_cut,254,1,1,0,254,0.9775556921958923,data\tubelets\test\test_011886.npy
00_02_45_to_00_03_10_cut,254,1,1,1,254,0.9907584190368652,data\tubelets\test\test_011887.npy
00_02_45_to_00_03_10_cut,254,1,1,2,255,0.5075334310531616,data\tubelets\test\test_011895.npy
00_02_45_to_00_03_10_cut,254,1,1,3,255,0.9955283999443054,data\tubelets\test\test_011896.npy
00_02_45_to_00_03_10_cut,25,1,0,-1,-1,0.0,NO_COVERAGE
2019_09_02_C0002_2527_inspire,83,1,0,-1,-1,0.0,NO_COVERAGE
2019_09_02_C0002_3700_mavic,371,1,0,-1,-1,0.0,NO_COVERAGE
2019_09_02_C0002_3700_mavic,142,1,1,0,141,0.9847825169563293,data\tubelets\test\test_005550.npy
2019_09_02_C0002_3700_mavic,142,1,1,1,142,0.6564366817474365,data\tubelets\test\test_005553.npy
2019_09_02_C0002_3700_mavic,142,1,1,2,143,0.7862334847450256,data\tubelets\test\test_005558.npy
00_02_45_to_00_03_10_cut,290,1,1,0,290,0.9978817105293274,data\tubelets\test\test_011987.npy
2019_09_02_C0002_2527_inspire,348,1,1,0,347,0.9999395608901978,data\tubelets\test\test_014414.npy
2019_09_02_C0002_2527_inspire,348,1,1,1,348,0.9999897480010986,data\tubelets\test\test_014423.npy
2019_09_02_C0002_2527_inspire,348,1,1,2,349,0.9999253749847412,data\tubelets\test\test_014430.npy
2019_09_02_C0002_3700_mavic,636,1,1,0,635,0.9999996423721313,data\tubelets\test\test_009808.npy
2019_09_02_C0002_3700_mavic,636,1,1,1,636,0.9999978542327881,data\tubelets\test\test_009816.npy
2019_09_02_C0002_3700_mavic,636,1,1,2,637,0.9999980926513672,data\tubelets\test\test_009825.npy
2019_09_02_C0002_3700_mavic,227,1,0,-1,-1,0.0,NO_COVERAGE
00_01_52_to_00_01_58,128,1,1,0,127,0.9998558759689331,data\tubelets\test\test_011611.npy
00_01_52_to_00_01_58,128,1,1,1,128,0.9999517202377319,data\tubelets\test\test_011612.npy
00_01_52_to_00_01_58,128,1,1,2,129,0.9999575614929199,data\tubelets\test\test_011614.npy
